GISJOIN,GEOID,TotPop,Allocated
G1200110060116,14000US12011060116,6505,371
G1200110060117,14000US12011060117,6168,208
G1200110060118,14000US12011060118,4234,512
G1200110060119,14000US12011060119,6197,379
G1200110060120,14000US12011060120,6987,654
G1200110060121,14000US12011060121,5532,550
G1200110060122,14000US12011060122,5350,188
G1200110060123,14000US12011060123,2993,181
G1200110060124,14000US12011060124,5591,405
G1200110060125,14000US12011060125,2191,154
G1200110060126,14000US12011060126,4647,158
G1200110060127,14000US12011060127,3093,149
G1200110060128,14000US12011060128,5908,450
G1200110060203,14000US12011060203,6747,572
G1200110060206,14000US12011060206,4928,393
G1200110060207,14000US12011060207,4143,276
G1200110060208,14000US12011060208,6048,465
G1200110060209,14000US12011060209,3045,111
G1200110060210,14000US12011060210,2877,241
G1200110060211,14000US12011060211,3773,198
G1200110060212,14000US12011060212,3130,205
G1200110060213,14000US12011060213,4424,119
G1200110060302,14000US12011060302,6515,232
G1200110060303,14000US12011060303,5759,199
G1200110060304,14000US12011060304,2945,168
G1200110060305,14000US12011060305,2010,172
G1200110060306,14000US12011060306,1761,100
G1200110060401,14000US12011060401,4408,277
G1200110060402,14000US12011060402,5980,85
G1200110060403,14000US12011060403,5518,82
G1200110060501,14000US12011060501,6322,661
G1200110060503,14000US12011060503,4399,209
G1200110060504,14000US12011060504,3823,194
G1200110060505,14000US12011060505,4692,161
G1200110060603,14000US12011060603,4727,483
G1200110060605,14000US12011060605,3512,268
G1200110060606,14000US12011060606,5375,580
G1200110060607,14000US12011060607,2901,240
G1200110060608,14000US12011060608,6834,279
G1200110060609,14000US12011060609,3407,385
G1200110060700,14000US12011060700,2963,431
G1200110060801,14000US12011060801,1627,143
G1200110060802,14000US12011060802,6676,566
G1200110060900,14000US12011060900,3581,393
G1200110061001,14000US12011061001,6233,495
G1200110061002,14000US12011061002,9380,623
G1200110061100,14000US12011061100,7715,302
G1200110070101,14000US12011070101,9769,303
G1200110070102,14000US12011070102,1407,114
G1200110070204,14000US12011070204,5578,147
G1200110070205,14000US12011070205,6089,563
G1200110070207,14000US12011070207,6537,268
G1200110070208,14000US12011070208,7435,356
G1200110070209,14000US12011070209,5060,335
G1200110070210,14000US12011070210,3337,297
G1200110070211,14000US12011070211,5804,257
G1200110070304,14000US12011070304,7009,418
G1200110070305,14000US12011070305,7466,531
G1200110070306,14000US12011070306,8183,1123
G1200110070310,14000US12011070310,3089,321
G1200110070311,14000US12011070311,6108,476
G1200110070312,14000US12011070312,6546,373
G1200110070313,14000US12011070313,10642,717
G1200110070314,14000US12011070314,5001,562
G1200110070315,14000US12011070315,5356,780
G1200110070316,14000US12011070316,5005,380
G1200110070317,14000US12011070317,14994,831
G1200110070318,14000US12011070318,6941,705
G1200110070319,14000US12011070319,4476,273
G1200110070320,14000US12011070320,7742,430
G1200110070321,14000US12011070321,2856,199
G1200110070322,14000US12011070322,6892,537
G1200110070401,14000US12011070401,6894,421
G1200110070402,14000US12011070402,3335,230
G1200110070403,14000US12011070403,5070,376
G1200110070404,14000US12011070404,3226,360
G1200110070405,14000US12011070405,5182,506
G1200110070501,14000US12011070501,5771,234
G1200110070502,14000US12011070502,11416,469
G1200110070601,14000US12011070601,4996,272
G1200110070602,14000US12011070602,5271,167
G1200110080101,14000US12011080101,4980,422
G1200110080102,14000US12011080102,4053,280
G1200110080103,14000US12011080103,1388,115
G1200110080200,14000US12011080200,870,46
G1200110080402,14000US12011080402,2412,90
G1200110080403,14000US12011080403,6285,432
G1200110080405,14000US12011080405,3347,387
G1200110080406,14000US12011080406,5347,426
G1200110080500,14000US12011080500,6431,753
G1200110090101,14000US12011090101,4539,260
G1200110090102,14000US12011090102,1698,82
G1200110090200,14000US12011090200,3617,305
G1200110090301,14000US12011090301,2656,150
G1200110090302,14000US12011090302,5923,290
G1200110090401,14000US12011090401,4408,232
G1200110090403,14000US12011090403,2824,181
G1200110090404,14000US12011090404,4885,377
G1200110090502,14000US12011090502,6466,286
G1200110090503,14000US12011090503,2314,101
G1200110090504,14000US12011090504,2812,180
G1200110090601,14000US12011090601,2878,174
G1200110090602,14000US12011090602,7169,275
G1200110090700,14000US12011090700,8246,306
G1200110090801,14000US12011090801,4051,245
G1200110090802,14000US12011090802,4013,255
G1200110090900,14000US12011090900,5082,288
G1200110091000,14000US12011091000,4093,423
G1200110091100,14000US12011091100,6432,246
G1200110091201,14000US12011091201,5588,356
G1200110091202,14000US12011091202,5295,548
G1200110091300,14000US12011091300,3781,327
G1200110091400,14000US12011091400,6275,410
G1200110091500,14000US12011091500,5739,463
G1200110091600,14000US12011091600,5723,425
G1200110091701,14000US12011091701,4341,205
G1200110091702,14000US12011091702,4399,243
G1200110091801,14000US12011091801,6284,466
G1200110091802,14000US12011091802,3545,401
G1200110091901,14000US12011091901,3753,324
G1200110091902,14000US12011091902,4599,337
G1200110092000,14000US12011092000,3504,229
G1200110100101,14000US12011100101,6726,302
G1200110100103,14000US12011100103,3053,205
G1200110100104,14000US12011100104,2858,381
G1200110100105,14000US12011100105,2478,180
G1200110100201,14000US12011100201,1718,130
G1200110100202,14000US12011100202,4713,296
G1200110100300,14000US12011100300,6936,232
G1200110100400,14000US12011100400,6242,505
G1200110100501,14000US12011100501,983,64
G1200110100502,14000US12011100502,3464,252
G1200110100600,14000US12011100600,5184,466
G1200110100700,14000US12011100700,5291,526
G1200110100801,14000US12011100801,3516,118
G1200110100802,14000US12011100802,7875,411
G1200110110100,14000US12011110100,6524,647
G1200110110301,14000US12011110301,6491,555
G1200110110302,14000US12011110302,8437,1157
G1200110110303,14000US12011110303,4055,561
G1200110110307,14000US12011110307,5680,396
G1200110110308,14000US12011110308,6600,693
G1200110110309,14000US12011110309,6507,690
G1200110110311,14000US12011110311,6968,279
G1200110110312,14000US12011110312,7371,261
G1200110110313,14000US12011110313,5802,284
G1200110110319,14000US12011110319,6525,403
G1200110110320,14000US12011110320,10884,1231
G1200110110321,14000US12011110321,5295,687
G1200110110322,14000US12011110322,11058,562
G1200110110323,14000US12011110323,8007,407
G1200110110324,14000US12011110324,15277,1874
G1200110110325,14000US12011110325,21218,2048
G1200110110326,14000US12011110326,4907,892
G1200110110327,14000US12011110327,5864,618
G1200110110328,14000US12011110328,4984,378
G1200110110330,14000US12011110330,3254,338
G1200110110331,14000US12011110331,10829,1033
G1200110110332,14000US12011110332,5218,387
G1200110110333,14000US12011110333,6629,543
G1200110110334,14000US12011110334,3100,286
G1200110110335,14000US12011110335,9447,345
G1200110110336,14000US12011110336,8199,609
G1200110110337,14000US12011110337,7456,520
G1200110110338,14000US12011110338,3587,296
G1200110110339,14000US12011110339,4341,257
G1200110110340,14000US12011110340,6512,592
G1200110110341,14000US12011110341,3496,305
G1200110110342,14000US12011110342,12145,1150
G1200110110343,14000US12011110343,8227,639
G1200110110402,14000US12011110402,5578,171
G1200110110403,14000US12011110403,5448,592
G1200110110404,14000US12011110404,6817,482
G1200110110501,14000US12011110501,3439,339
G1200110110502,14000US12011110502,6295,526
G1200110110600,14000US12011110600,5164,369
G1200110980000,14000US12011980000,0,0
G1200110990000,14000US12011990000,0,0
G1200130010100,14000US12013010100,2044,92
G1200130010200,14000US12013010200,4148,127
G1200130010300,14000US12013010300,5508,352
G1200150010100,14000US12015010100,3026,320
G1200150010200,14000US12015010200,4572,370
G1200150010301,14000US12015010301,3792,215
G1200150010302,14000US12015010302,3869,267
G1200150010401,14000US12015010401,3141,161
G1200150010402,14000US12015010402,2496,249
G1200150010403,14000US12015010403,1930,72
G1200150010404,14000US12015010404,4724,227
G1200150010501,14000US12015010501,4699,337
G1200150010502,14000US12015010502,7321,667
G1200150020101,14000US12015020101,7227,737
G1200150020103,14000US12015020103,5490,609
G1200150020104,14000US12015020104,2570,199
G1200150020201,14000US12015020201,8630,678
G1200150020202,14000US12015020202,7285,863
G1200150020301,14000US12015020301,5513,494
G1200150020302,14000US12015020302,4162,595
G1200150020303,14000US12015020303,4998,443
G1200150020400,14000US12015020400,9571,641
G1200150020501,14000US12015020501,4929,410
G1200150020502,14000US12015020502,1283,66
G1200150020601,14000US12015020601,2687,311
G1200150020602,14000US12015020602,3315,176
G1200150020700,14000US12015020700,4353,482
G1200150020800,14000US12015020800,4882,665
G1200150020900,14000US12015020900,7003,729
G1200150021001,14000US12015021001,1713,61
G1200150021002,14000US12015021002,3430,241
G1200150021003,14000US12015021003,2956,344
G1200150030100,14000US12015030100,6540,319
G1200150030200,14000US12015030200,7829,611
G1200150030301,14000US12015030301,2638,177
G1200150030302,14000US12015030302,3485,330
G1200150030401,14000US12015030401,1992,241
G1200150030402,14000US12015030402,2101,100
G1200150030501,14000US12015030501,4584,199
G1200150030502,14000US12015030502,5523,440
G1200150030503,14000US12015030503,6021,306
G1200150990000,14000US12015990000,0,0
G1200170450101,14000US12017450101,6657,394
G1200170450102,14000US12017450102,4024,251
G1200170450201,14000US12017450201,3872,289
G1200170450202,14000US12017450202,5013,575
G1200170450302,14000US12017450302,8298,625
G1200170450303,14000US12017450303,5654,452
G1200170450304,14000US12017450304,9757,285
G1200170450400,14000US12017450400,6092,296
G1200170450500,14000US12017450500,4211,245
G1200170450601,14000US12017450601,4272,283
G1200170450602,14000US12017450602,4456,328
G1200170450701,14000US12017450701,7211,302
G1200170450702,14000US12017450702,7796,701
G1200170450800,14000US12017450800,4106,361
G1200170450901,14000US12017450901,2931,178
G1200170450902,14000US12017450902,2462,227
G1200170451000,14000US12017451000,5843,358
G1200170451101,14000US12017451101,2022,85
G1200170451102,14000US12017451102,6196,408
G1200170451200,14000US12017451200,3928,198
G1200170451300,14000US12017451300,3212,157
G1200170451400,14000US12017451400,4207,432
G1200170451501,14000US12017451501,2962,220
G1200170451502,14000US12017451502,6400,495
G1200170451601,14000US12017451601,6026,508
G1200170451602,14000US12017451602,6288,378
G1200170451700,14000US12017451700,3734,247
G1200170990000,14000US12017990000,0,0
G1200190030102,14000US12019030102,8150,1763
G1200190030103,14000US12019030103,5244,1320
G1200190030104,14000US12019030104,3713,945
G1200190030201,14000US12019030201,19387,3447
G1200190030202,14000US12019030202,8355,1686
G1200190030203,14000US12019030203,17987,3683
G1200190030301,14000US12019030301,8286,1094
G1200190030303,14000US12019030303,2897,532
G1200190030304,14000US12019030304,4220,555
G1200190030400,14000US12019030400,2238,392
G1200190030500,14000US12019030500,2149,141
G1200190030600,14000US12019030600,4069,248
G1200190030701,14000US12019030701,7455,1366
G1200190030702,14000US12019030702,12741,3832
G1200190030703,14000US12019030703,11873,2798
G1200190030801,14000US12019030801,5437,771
G1200190030802,14000US12019030802,5926,633
G1200190030902,14000US12019030902,9874,1900
G1200190030903,14000US12019030903,4026,717
G1200190030904,14000US12019030904,6908,1051
G1200190031101,14000US12019031101,3273,808
G1200190031104,14000US12019031104,3762,537
G1200190031105,14000US12019031105,1880,473
G1200190031106,14000US12019031106,7028,1597
G1200190031107,14000US12019031107,343,15
G1200190031108,14000US12019031108,1317,238
G1200190031200,14000US12019031200,14607,2241
G1200190031300,14000US12019031300,6363,1485
G1200190031400,14000US12019031400,4403,1186
G1200190031500,14000US12019031500,3060,957
G1200210000101,14000US12021000101,1386,37
G1200210000102,14000US12021000102,1421,104
G1200210000200,14000US12021000200,2238,141
G1200210000301,14000US12021000301,3514,170
G1200210000302,14000US12021000302,1661,35
G1200210000401,14000US12021000401,2509,194
G1200210000402,14000US12021000402,1972,180
G1200210000500,14000US12021000500,1864,136
G1200210000600,14000US12021000600,1209,102
G1200210000700,14000US12021000700,1473,12
G1200210010102,14000US12021010102,5960,344
G1200210010105,14000US12021010105,4553,582
G1200210010106,14000US12021010106,3892,204
G1200210010107,14000US12021010107,4062,148
G1200210010108,14000US12021010108,3056,205
G1200210010109,14000US12021010109,2055,133
G1200210010110,14000US12021010110,3893,223
G1200210010205,14000US12021010205,2363,136
G1200210010208,14000US12021010208,3021,136
G1200210010209,14000US12021010209,2253,84
G1200210010210,14000US12021010210,3578,139
G1200210010211,14000US12021010211,1877,151
G1200210010212,14000US12021010212,5988,273
G1200210010213,14000US12021010213,3888,195
G1200210010215,14000US12021010215,3040,115
G1200210010300,14000US12021010300,3939,333
G1200210010401,14000US12021010401,4160,394
G1200210010405,14000US12021010405,11638,870
G1200210010408,14000US12021010408,3066,121
G1200210010410,14000US12021010410,9048,606
G1200210010411,14000US12021010411,7314,929
G1200210010412,14000US12021010412,11838,1062
G1200210010413,14000US12021010413,8096,994
G1200210010414,14000US12021010414,8147,1009
G1200210010415,14000US12021010415,15507,712
G1200210010416,14000US12021010416,6170,178
G1200210010417,14000US12021010417,5665,317
G1200210010418,14000US12021010418,6073,340
G1200210010419,14000US12021010419,3583,222
G1200210010420,14000US12021010420,7183,439
G1200210010505,14000US12021010505,7035,399
G1200210010506,14000US12021010506,5606,271
G1200210010507,14000US12021010507,3928,208
G1200210010508,14000US12021010508,3873,286
G1200210010509,14000US12021010509,5653,216
G1200210010510,14000US12021010510,3108,145
G1200210010601,14000US12021010601,2548,244
G1200210010602,14000US12021010602,3286,357
G1200210010604,14000US12021010604,2147,138
G1200210010605,14000US12021010605,3043,263
G1200210010606,14000US12021010606,2528,128
G1200210010701,14000US12021010701,4094,86
G1200210010702,14000US12021010702,3315,232
G1200210010801,14000US12021010801,3330,234
G1200210010802,14000US12021010802,12265,921
G1200210010803,14000US12021010803,5334,221
G1200210010902,14000US12021010902,3731,223
G1200210010903,14000US12021010903,5231,413
G1200210010904,14000US12021010904,1901,155
G1200210010905,14000US12021010905,3320,506
G1200210011001,14000US12021011001,1548,101
G1200210011002,14000US12021011002,2150,143
G1200210011102,14000US12021011102,10256,575
G1200210011103,14000US12021011103,2479,222
G1200210011105,14000US12021011105,2804,195
G1200210011106,14000US12021011106,3300,100
G1200210011201,14000US12021011201,11355,1016
G1200210011202,14000US12021011202,24900,3022
G1200210011204,14000US12021011204,4368,589
G1200210011205,14000US12021011205,2939,353
G1200210011301,14000US12021011301,6021,666
G1200210011302,14000US12021011302,6479,414
G1200210011400,14000US12021011400,4887,458
